teams,hid,hypothesis,timestamp,uid,tid,balance,investment,p_initial,p_new,shares
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-02 18:46:07,E3BL2V48,276,80,10,.45199999,.505,20.900999
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-02 19:19:22,CA0FXXX5,283,0,1,.505,.50999999,2.029
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-03 02:52:41,OV6XZ01M,409,41,10,.50999999,.55599999,18.761999
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-03 08:16:51,RG8NXWOZ,489,64,-3,.55599999,.54000002,6.638
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-03 08:18:18,RG8NXWOZ,497,42,1,.54000002,.54500002,2.1860001
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-03 08:18:23,RG8NXWOZ,498,43,1,.54500002,.551,2.2119999
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-03 09:16:04,I5MM4SP4,524,50,10,.551,.59299999,17.476999
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-03 09:17:32,I5MM4SP4,530,2.5,2,.59299999,.60399997,4.177
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-03 10:03:19,TL46PFWK,551,14,3,.60399997,.61500001,4.9229999
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-03 10:09:35,2JVEZQBI,561,80,1,.61500001,.61900002,1.62
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-03 10:24:32,894SMERP,582,90,-10,.61900002,.56,24.379999
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-03 12:42:09,EC6JRZIK,615,10,-10,.56,.50700003,21.438999
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-03 13:58:00,5PZZHA8S,631,42,5,.50700003,.53100002,9.6359997
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-03 14:01:10,Z92KUH4F,638,10.027,10,.53100002,.57599998,18.073999
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-03 14:09:53,R3Z3KKN9,646,50,5,.57599998,.59600002,8.5340004
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-03 14:36:31,364DM9BK,655,94,1,.59600002,.60000002,1.6720001
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-03 14:40:29,364DM9BK,666,47,4,.60000002,.616,6.5780001
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-03 14:43:54,364DM9BK,671,39.000999,-6,.616,.58999997,10.708
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-03 14:44:05,1V1VYW62,672,74,12,.58999997,.63700002,19.555
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-03 17:06:18,EU8JCEPT,713,71.999001,-5,.63700002,.60600001,13.2
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-03 17:07:50,CA0FXXX5,723,0,3,.60600001,.62400001,7.5949998
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-03 17:14:19,EU8JCEPT,732,33.999001,-3,.62400001,.60500002,7.7800002
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-03 17:32:13,Z92KUH4F,737,.027000001,-10,.60500002,.56400001,17.108999
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-03 18:19:25,VV2LJBKR,754,63,-5,.56400001,.53600001,11.109
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-03 18:45:37,DHBRH9ZM,765,82,-5,.53600001,.50999999,10.484
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-03 21:43:39,DHBRH9ZM,803,72,-10,.50999999,.461,19.444
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-04 12:12:56,UHD180K9,849,50,10,.461,.51300001,20.532
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-04 19:11:23,364DM9BK,885,20.002001,1,.51300001,.51800001,2.063
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-04 19:11:44,364DM9BK,888,18.002001,-3,.51800001,.50300002,6.125
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-06 06:40:38,NF615CCR,935,90,10,.50300002,.55000001,19.002001
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-06 08:30:09,I5MM4SP4,988,6,3,.55000001,.56300002,5.3899999
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-06 08:30:27,I5MM4SP4,989,3,-7,.56300002,.53200001,12.788
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-06 08:38:56,RG8NXWOZ,1004,7,1,.53200001,.537,2.1470001
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-06 08:41:22,KHM6JTTQ,1012,20,20,.537,.62099999,34.528999
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-06 09:29:29,2JVEZQBI,1050,23.738001,-5,.62099999,.59299999,11.739
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-06 09:30:21,2JVEZQBI,1056,10.743,5,.59299999,.62099999,11.739
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-06 09:30:41,2JVEZQBI,1058,13.738,5,.62099999,.639,7.9349999
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-06 09:41:29,8ULWSME4,1070,100,10,.639,.67400002,15.23
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-06 09:42:21,8ULWSME4,1072,75,10,.67400002,.70499998,14.507
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-06 10:43:06,UHD180K9,1107,4.4330001,-5,.70499998,.69,7.1719999
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-06 10:43:42,UHD180K9,1108,9.4329996,-5,.69,.67400002,7.335
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-06 11:31:41,E6S8LAPB,1129,30,10,.67400002,.70499998,14.507
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-06 11:45:52,6V3Y1K5G,1149,100,5,.70499998,.71899998,7.0229998
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-06 11:49:46,2JVEZQBI,1162,0,-13,.71899998,.65700001,28.912001
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-06 12:04:46,1V1VYW62,1176,53.112999,12,.65700001,.69599998,17.731001
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-06 13:30:24,VV2LJBKR,1236,12,-4,.69599998,.66900003,12.595
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-06 14:16:36,R3Z3KKN9,1332,20,10,.66900003,.69999999,14.608
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-06 14:22:28,WLT6VQ1M,1346,50,25,.69999999,.76700002,34.049
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-06 14:31:19,DYW9BUWN,1358,100,15,.76700002,.79900002,19.155001
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-06 14:37:34,364DM9BK,1365,15.002,7,.79900002,.81999999,13.546
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-06 14:40:11,364DM9BK,1371,5.9510002,3,.81999999,.82499999,3.6470001
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-06 14:42:47,DHBRH9ZM,1373,1.7130001,-1,.82499999,.81699997,5.5910001
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-06 16:34:00,ZIAKNSK8,1417,100,1,.81699997,.81900001,1.223
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-06 16:36:45,EU8JCEPT,1420,22.999001,-4,.81900001,.787,20.316999
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-06 16:41:02,ZIAKNSK8,1433,99,1,.787,.78899997,1.2690001
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-06 16:44:29,ZIAKNSK8,1440,94,-1,.78899997,.787,1.2690001
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-06 16:44:43,ZIAKNSK8,1441,95,-1,.787,.78399998,1.404
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-06 16:45:02,ZIAKNSK8,1442,95.921997,-1,.78399998,.77700001,4.5560002
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-06 17:01:02,ZIAKNSK8,1451,81.921997,-1,.77700001,.76899999,4.4000001
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-06 17:06:05,ZIAKNSK8,1462,69.921997,-10,.76899999,.69599998,37.499001
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-06 18:12:52,ZIAKNSK8,1507,6.98,-6,.69599998,.64899999,21.313999
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-06 22:43:34,5V8F6GKM,1560,90,20,.64899999,.71200001,29.361
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-07 09:25:39,R3Z3KKN9,1657,5.2150002,5,.71200001,.727,7.2449999
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-07 12:31:09,6V3Y1K5G,1673,0,-1,.727,.72399998,1.378
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-07 12:31:20,6V3Y1K5G,1674,1,-5,.72399998,.70599997,8.8929996
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-07 15:36:08,GXR63Y25,1723,10,5,.70599997,.72100002,7.0089998
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-07 18:35:29,XKQGDLEU,1750,84,4,.72100002,.73100001,5.5089998
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-07 22:42:13,2U8NXHFY,1813,75,10,.73100001,.75700003,13.434
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-08 10:01:35,R3Z3KKN9,1843,15,-15,.75700003,.71799999,20.333
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-08 15:54:29,ZBKIBDAL,1857,100,20,.71799999,.76899999,26.886999
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-08 16:08:39,IR60FUG4,1867,80,-5,.76899999,.73100001,20.037001
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-09 07:55:10,LJ4L9U3A,1958,5,5,.73100001,.74400002,6.7750001
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-09 12:02:34,VEH4PKX3,1984,36,10,.74400002,.76899999,13.214
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-09 20:21:28,894SMERP,2048,20,-10,.76899999,.69599998,37.493999
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-10 14:57:37,WLT6VQ1M,2106,0,-44,.69599998,.495,84.706001
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-10 15:01:03,WLT6VQ1M,2107,0,10,.495,.54699999,20.875
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-10 15:02:34,WLT6VQ1M,2110,.15099999,24,.54699999,.66100001,47.888
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-10 15:03:29,WLT6VQ1M,2112,0,-23,.66100001,.551,46.077999
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-10 19:50:15,Z92KUH4F,2138,101.973,10,.551,.59399998,17.455999
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-10 19:50:20,Z92KUH4F,2139,91.973,10,.59399998,.63300002,16.299
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-10 19:50:38,Z92KUH4F,2140,81.973,-10,.63300002,.59399998,16.299
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-11 08:41:03,SKW3DNG0,2194,50,25,.59399998,.68400002,39.073002
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-11 12:24:38,SKW3DNG0,2202,0,-15,.68400002,.63300002,22.775
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-11 13:07:10,S32PZ1TC,2235,80,-10,.63300002,.57300001,25.181999
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-11 14:08:45,F06ZTWZI,2258,53,-21,.57300001,.46399999,43.609001
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-11 14:36:14,SKW3DNG0,2264,18.288,-7,.46399999,.42399999,16.298
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-11 14:40:37,FZSDNX6M,2272,40,-10,.42399999,.384,16.767
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-11 20:54:49,RA4XN3BC,2348,55,5,.384,.414,12.547
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-11 20:56:13,RA4XN3BC,2350,45,-5,.414,.384,12.547
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-11 20:56:33,RA4XN3BC,2351,50,-10,.384,.347,15.752
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-11 21:36:21,EU8JCEPT,2368,5.9990001,3,.347,.35800001,4.632
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-11 21:37:56,EU8JCEPT,2373,.99900001,1,.35800001,.361,1.561
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-11 21:55:10,UG9MPR9Z,2375,100,5,.361,.39199999,13.274
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-11 21:58:56,UG9MPR9Z,2380,75,8,.39199999,.43900001,19.25
Non-Team,7,"Positive Effect of Losses in Amygdala, Equal Indifference Group",2019-05-12 08:54:29,DG6FS9PS,2406,50,25,.43900001,.56300002,49.888
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-02 16:06:35,UAA2SLBL,51,50,-1,.5,.495,1.99
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-02 16:14:05,CA0FXXX5,72,59,-1,.495,.49000001,1.971
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-02 16:32:38,CA0FXXX5,106,47,-1,.49000001,.48500001,1.952
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-02 17:25:41,CA0FXXX5,170,12,-3,.48500001,.47099999,5.7480001
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-02 18:49:06,E3BL2V48,277,70,5,.47099999,.49700001,10.335
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-02 19:20:26,CA0FXXX5,285,0,1,.49700001,.50199997,1.997
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 02:52:18,OV6XZ01M,407,61,10,.50199997,.54900002,19.032
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 03:18:46,EC6JRZIK,417,15,5,.54900002,.57099998,8.927
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 08:17:14,RG8NXWOZ,491,58,-3,.57099998,.55400002,6.8600001
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 09:16:11,I5MM4SP4,525,40,10,.55400002,.597,17.375999
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 09:17:23,I5MM4SP4,529,5,2,.597,.60699999,4.1550002
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 10:03:22,TL46PFWK,552,11,3,.60699999,.61799997,4.8990002
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 10:09:24,2JVEZQBI,559,81,1,.61799997,.62199998,1.613
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 10:24:42,894SMERP,583,80,-10,.62199998,.56300002,24.549
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 13:58:06,5PZZHA8S,633,37,5,.56300002,.58399999,8.7180004
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 14:10:07,R3Z3KKN9,647,45,-5,.58399999,.55599999,11.626
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 14:36:38,364DM9BK,656,93,1,.55599999,.56,1.793
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 14:40:37,364DM9BK,667,43,5,.56,.58200002,8.7589998
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 14:40:46,364DM9BK,668,38,-2,.58200002,.57300001,3.464
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 14:41:09,364DM9BK,669,40,-5,.57300001,.55000001,9.3240004
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 17:06:24,EU8JCEPT,714,66.999001,-2,.55000001,.53899997,4.3930001
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 17:09:08,CA0FXXX5,729,.63099998,3,.53899997,.55599999,6.6290002
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 18:19:43,VV2LJBKR,755,58,-5,.55599999,.52899998,10.92
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 18:45:46,DHBRH9ZM,766,77,-5,.52899998,.50300002,10.324
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-03 21:43:44,DHBRH9ZM,804,62,-10,.50300002,.45500001,19.187
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-04 12:15:38,UHD180K9,853,25,5,.45500001,.48199999,10.679
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-04 12:16:40,UHD180K9,856,10,5,.48199999,.50700003,10.118
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-04 19:11:29,364DM9BK,886,21.002001,1,.50700003,.51200002,2.0380001
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-04 19:11:38,364DM9BK,887,22.002001,-4,.51200002,.49200001,8.0299997
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-05 21:19:08,TM41ZSHI,910,10,-10,.49200001,.44499999,18.809999
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 06:40:51,NF615CCR,936,80,10,.44499999,.498,21.214001
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 08:30:35,I5MM4SP4,991,10,-7,.498,.461,14.595
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 08:49:30,NF615CCR,1018,10,10,.461,.51300001,20.533001
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 09:29:51,2JVEZQBI,1052,20.743,10,.51300001,.55900002,18.66
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 09:41:48,8ULWSME4,1071,90,15,.55900002,.62,25.424
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 09:42:31,8ULWSME4,1073,65,15,.62,.67299998,23.177
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 10:35:06,UHD180K9,1103,5,-5,.67299998,.65700001,7.5190001
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 11:31:52,E6S8LAPB,1130,20,12,.65700001,.69499999,17.746
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 11:46:18,6V3Y1K5G,1152,95,10,.69499999,.72399998,14.083
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 11:50:06,2JVEZQBI,1163,.55500001,-29,.72399998,.58899999,60.789001
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 12:02:17,ZEMG9K2L,1172,100,20,.58899999,.66299999,31.924999
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 13:30:34,VV2LJBKR,1237,8,-4,.66299999,.63700002,11.439
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 14:22:39,WLT6VQ1M,1347,25,25,.63700002,.71700001,36.860001
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 14:32:52,DYW9BUWN,1361,75,5,.71700001,.73100001,6.902
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 14:38:00,364DM9BK,1366,10.555,5,.73100001,.75400001,12.03
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 16:27:29,DYW9BUWN,1410,24.483,24,.75400001,.80699998,30.722
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 16:37:55,EU8JCEPT,1424,12.999,-3,.80699998,.78299999,14.629
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 16:42:01,ZIAKNSK8,1436,98,-1,.78299999,.77499998,4.5240002
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 17:01:13,ZIAKNSK8,1452,80.921997,-3,.77499998,.75199997,12.697
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 17:06:16,ZIAKNSK8,1463,59.922001,-10,.75199997,.68099999,35.368999
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 19:57:02,OFQAMMWQ,1528,100,10,.68099999,.71100003,14.37
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-06 22:44:12,5V8F6GKM,1563,40,10,.71100003,.73799998,13.796
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-07 05:26:06,1V1VYW62,1632,10.113,10,.73799998,.76300001,13.315
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-07 08:19:38,Y8W2S5P6,1637,35,10,.76300001,.78600001,12.907
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-07 12:31:41,6V3Y1K5G,1675,4.1129999,-5,.78600001,.77499998,6.4070001
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-07 15:36:13,GXR63Y25,1724,5,5,.77499998,.78600001,6.4070001
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-07 16:38:45,LJ4L9U3A,1729,90,10,.78600001,.80599999,12.56
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-07 18:35:48,XKQGDLEU,1751,80,4,.80599999,.81400001,4.9380002
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-07 19:43:52,Z92KUH4F,1789,62.027,-20,.81400001,.66600001,78.361
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-07 19:44:58,Z92KUH4F,1791,42.027,10,.66600001,.736,33.574001
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-07 19:45:19,Z92KUH4F,1792,52.027,5,.736,.77399999,20.459
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-07 22:41:54,2U8NXHFY,1812,85,10,.77399999,.796,12.738
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-08 07:32:34,2JVEZQBI,1838,0,4,.796,.82800001,21.304001
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-08 10:02:22,R3Z3KKN9,1844,30,-15,.82800001,.713,66.348
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-08 10:14:04,R3Z3KKN9,1846,9,-9,.713,.65100002,28.358
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-08 12:04:27,Z92KUH4F,1850,72.027,3,.65100002,.671,8.8599997
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-08 12:04:40,Z92KUH4F,1851,75.027,5,.671,.70499998,15.715
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-08 15:54:51,ZBKIBDAL,1858,80,20,.70499998,.75800002,27.312
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-08 16:08:45,IR60FUG4,1868,75,-5,.75800002,.72100002,19.247999
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-09 08:29:58,R3Z3KKN9,1962,0,10,.72100002,.79699999,41.799999
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-09 12:03:04,VEH4PKX3,1985,26,10,.79699999,.81699997,12.39
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-09 19:19:58,Z92KUH4F,2044,98.679001,-5,.81699997,.778,23.951
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-09 20:21:36,894SMERP,2049,10,-10,.778,.704,38.780998
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-10 13:05:53,R3Z3KKN9,2097,.184,10,.704,.778,38.780998
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-10 14:56:08,WLT6VQ1M,2104,0,-37,.778,.64300001,66.431
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-10 15:02:08,WLT6VQ1M,2109,0,19,.64300001,.73400003,42.639
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-10 15:03:03,WLT6VQ1M,2111,.96700001,-19,.73400003,.63800001,44.911999
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-10 18:38:37,Z92KUH4F,2113,94.082001,8,.63800001,.69099998,23.783001
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-11 08:41:10,SKW3DNG0,2195,25,25,.69099998,.759,34.431999
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-11 12:01:54,FZSDNX6M,2201,70,10,.759,.78200001,12.971
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-11 13:07:17,S32PZ1TC,2236,70,-10,.78200001,.708,39.408001
Non-Team,8,"Positive Effect of Losses in Amygdala, Equal Range Group",2019-05-11 14:08:58,F06ZTWZI,2259,32,-21,.708,.574,58.765999
