teams,hid,time,price,fv,ae
Non-Team,5,119,.74000001,.84285712,.10285711
Non-Team,5,120,.76499999,.84285712,.077857137
Non-Team,5,121,.77600002,.84285712,.0668571
Non-Team,5,122,.77600002,.84285712,.0668571
Non-Team,5,123,.78100002,.84285712,.061857104
Non-Team,5,124,.78100002,.84285712,.061857104
Non-Team,5,125,.78100002,.84285712,.061857104
Non-Team,5,126,.78100002,.84285712,.061857104
Non-Team,5,127,.74349999,.84285712,.099357128
Non-Team,5,128,.74349999,.84285712,.099357128
Non-Team,5,129,.74349999,.84285712,.099357128
Non-Team,5,130,.74349999,.84285712,.099357128
Non-Team,5,131,.74349999,.84285712,.099357128
Non-Team,5,132,.74349999,.84285712,.099357128
Non-Team,5,133,.74349999,.84285712,.099357128
Non-Team,5,134,.74349999,.84285712,.099357128
Non-Team,5,135,.74349999,.84285712,.099357128
Non-Team,5,136,.74349999,.84285712,.099357128
Non-Team,5,137,.74349999,.84285712,.099357128
Non-Team,5,138,.74349999,.84285712,.099357128
Non-Team,5,139,.74349999,.84285712,.099357128
Non-Team,5,140,.74349999,.84285712,.099357128
Non-Team,5,141,.72399998,.84285712,.11885715
Non-Team,5,142,.72399998,.84285712,.11885715
Non-Team,5,143,.72399998,.84285712,.11885715
Non-Team,5,144,.72399998,.84285712,.11885715
Non-Team,5,145,.72399998,.84285712,.11885715
Non-Team,5,146,.72399998,.84285712,.11885715
Non-Team,5,147,.72399998,.84285712,.11885715
Non-Team,5,148,.67199999,.84285712,.17085713
Non-Team,5,149,.67399997,.84285712,.16885716
Non-Team,5,150,.67399997,.84285712,.16885716
Non-Team,5,151,.67399997,.84285712,.16885716
Non-Team,5,152,.67399997,.84285712,.16885716
Non-Team,5,153,.67399997,.84285712,.16885716
Non-Team,5,154,.67399997,.84285712,.16885716
Non-Team,5,155,.67399997,.84285712,.16885716
Non-Team,5,156,.67399997,.84285712,.16885716
Non-Team,5,157,.67399997,.84285712,.16885716
Non-Team,5,158,.67399997,.84285712,.16885716
Non-Team,5,159,.67399997,.84285712,.16885716
Non-Team,5,160,.73150003,.84285712,.11135709
Non-Team,5,161,.73150003,.84285712,.11135709
Non-Team,5,162,.73150003,.84285712,.11135709
Non-Team,5,163,.73150003,.84285712,.11135709
Non-Team,5,164,.73150003,.84285712,.11135709
Non-Team,5,165,.75300002,.84285712,.089857101
Non-Team,5,166,.75300002,.84285712,.089857101
Non-Team,5,167,.77999997,.84285712,.062857151
Non-Team,5,168,.77999997,.84285712,.062857151
Non-Team,5,169,.77999997,.84285712,.062857151
Non-Team,5,170,.77999997,.84285712,.062857151
Non-Team,5,171,.77999997,.84285712,.062857151
Non-Team,5,172,.77999997,.84285712,.062857151
Non-Team,5,173,.74199998,.84285712,.10085714
Non-Team,5,174,.74199998,.84285712,.10085714
Non-Team,5,175,.74199998,.84285712,.10085714
Non-Team,5,176,.74199998,.84285712,.10085714
Non-Team,5,177,.74199998,.84285712,.10085714
Non-Team,5,178,.74199998,.84285712,.10085714
Non-Team,5,179,.74199998,.84285712,.10085714
Non-Team,5,180,.74199998,.84285712,.10085714
Non-Team,5,181,.74199998,.84285712,.10085714
Non-Team,5,182,.74199998,.84285712,.10085714
Non-Team,5,183,.74199998,.84285712,.10085714
Non-Team,5,184,.74199998,.84285712,.10085714
Non-Team,5,185,.74199998,.84285712,.10085714
Non-Team,5,186,.74199998,.84285712,.10085714
Non-Team,5,187,.74199998,.84285712,.10085714
Non-Team,5,188,.74199998,.84285712,.10085714
Non-Team,5,189,.74199998,.84285712,.10085714
Non-Team,5,190,.74199998,.84285712,.10085714
Non-Team,5,191,.74199998,.84285712,.10085714
Non-Team,5,192,.74199998,.84285712,.10085714
Non-Team,5,193,.74199998,.84285712,.10085714
Non-Team,5,194,.74199998,.84285712,.10085714
Non-Team,5,195,.74199998,.84285712,.10085714
Non-Team,5,196,.75,.84285712,.092857122
Non-Team,5,197,.75,.84285712,.092857122
Non-Team,5,198,.75,.84285712,.092857122
Non-Team,5,199,.75,.84285712,.092857122
Non-Team,5,200,.75,.84285712,.092857122
Non-Team,5,201,.75,.84285712,.092857122
Non-Team,5,202,.75,.84285712,.092857122
Non-Team,5,203,.75,.84285712,.092857122
Non-Team,5,204,.75,.84285712,.092857122
Non-Team,5,205,.75,.84285712,.092857122
Non-Team,5,206,.75,.84285712,.092857122
Non-Team,5,207,.75,.84285712,.092857122
Non-Team,5,208,.75,.84285712,.092857122
Non-Team,5,209,.75,.84285712,.092857122
Non-Team,5,210,.75,.84285712,.092857122
Non-Team,5,211,.75,.84285712,.092857122
Non-Team,5,212,.75,.84285712,.092857122
Non-Team,5,213,.77399999,.84285712,.068857133
Non-Team,5,214,.69999999,.84285712,.14285713
Non-Team,5,215,.70300001,.84285712,.13985711
Non-Team,5,216,.73100001,.84285712,.11185712
Non-Team,5,217,.73100001,.84285712,.11185712
Non-Team,5,218,.73100001,.84285712,.11185712
Non-Team,5,219,.73100001,.84285712,.11185712
Non-Team,5,220,.73100001,.84285712,.11185712
Non-Team,5,221,.73699999,.84285712,.10585713
Non-Team,5,222,.74699998,.84285712,.095857143
Non-Team,5,223,.74699998,.84285712,.095857143
Non-Team,5,224,.74699998,.84285712,.095857143
Non-Team,5,225,.74699998,.84285712,.095857143
Non-Team,5,226,.74699998,.84285712,.095857143
Non-Team,5,227,.74699998,.84285712,.095857143
Non-Team,5,228,.74699998,.84285712,.095857143
Non-Team,5,229,.72100002,.84285712,.12185711
Non-Team,5,230,.72100002,.84285712,.12185711
Non-Team,5,231,.72100002,.84285712,.12185711
Non-Team,5,232,.72100002,.84285712,.12185711
Non-Team,5,233,.72100002,.84285712,.12185711
Non-Team,5,234,.72100002,.84285712,.12185711
Non-Team,5,235,.72100002,.84285712,.12185711
Non-Team,5,236,.72100002,.84285712,.12185711
Non-Team,5,237,.72100002,.84285712,.12185711
Non-Team,5,238,.72100002,.84285712,.12185711
Non-Team,5,239,.72100002,.84285712,.12185711
Non-Team,5,240,.68599999,.84285712,.15685713
Non-Team,6,1,.54799998,.32857144,.21942854
Non-Team,6,2,.56233335,.32857144,.23376191
Non-Team,6,3,.5843333,.32857144,.25576186
Non-Team,6,4,.5843333,.32857144,.25576186
Non-Team,6,5,.5843333,.32857144,.25576186
Non-Team,6,6,.5843333,.32857144,.25576186
Non-Team,6,7,.5843333,.32857144,.25576186
Non-Team,6,8,.5843333,.32857144,.25576186
Non-Team,6,9,.5843333,.32857144,.25576186
Non-Team,6,10,.5843333,.32857144,.25576186
Non-Team,6,11,.65499997,.32857144,.32642853
Non-Team,6,12,.65499997,.32857144,.32642853
Non-Team,6,13,.65499997,.32857144,.32642853
Non-Team,6,14,.65499997,.32857144,.32642853
Non-Team,6,15,.65499997,.32857144,.32642853
Non-Team,6,16,.65499997,.32857144,.32642853
Non-Team,6,17,.671,.32857144,.34242857
Non-Team,6,18,.68699998,.32857144,.35842854
Non-Team,6,19,.69850004,.32857144,.3699286
Non-Team,6,20,.69850004,.32857144,.3699286
Non-Team,6,21,.69850004,.32857144,.3699286
Non-Team,6,22,.71399999,.32857144,.38542855
Non-Team,6,23,.68566668,.32857144,.35709524
Non-Team,6,24,.68566668,.32857144,.35709524
Non-Team,6,25,.68566668,.32857144,.35709524
Non-Team,6,26,.66100001,.32857144,.33242857
Non-Team,6,27,.63849998,.32857144,.30992854
Non-Team,6,28,.63849998,.32857144,.30992854
Non-Team,6,29,.63849998,.32857144,.30992854
Non-Team,6,30,.56300002,.32857144,.23442858
Non-Team,6,31,.56300002,.32857144,.23442858
Non-Team,6,32,.56300002,.32857144,.23442858
Non-Team,6,33,.56300002,.32857144,.23442858
Non-Team,6,34,.56300002,.32857144,.23442858
Non-Team,6,35,.56300002,.32857144,.23442858
Non-Team,6,36,.56300002,.32857144,.23442858
Non-Team,6,37,.56300002,.32857144,.23442858
Non-Team,6,38,.56300002,.32857144,.23442858
Non-Team,6,39,.56300002,.32857144,.23442858
Non-Team,6,40,.56300002,.32857144,.23442858
Non-Team,6,41,.56300002,.32857144,.23442858
Non-Team,6,42,.56300002,.32857144,.23442858
Non-Team,6,43,.56300002,.32857144,.23442858
Non-Team,6,44,.56300002,.32857144,.23442858
Non-Team,6,45,.53600001,.32857144,.20742857
Non-Team,6,46,.53600001,.32857144,.20742857
Non-Team,6,47,.53600001,.32857144,.20742857
Non-Team,6,48,.53600001,.32857144,.20742857
Non-Team,6,49,.53600001,.32857144,.20742857
Non-Team,6,50,.53600001,.32857144,.20742857
Non-Team,6,51,.53600001,.32857144,.20742857
Non-Team,6,52,.53600001,.32857144,.20742857
Non-Team,6,53,.53600001,.32857144,.20742857
Non-Team,6,54,.53600001,.32857144,.20742857
Non-Team,6,55,.53600001,.32857144,.20742857
Non-Team,6,56,.53600001,.32857144,.20742857
Non-Team,6,57,.53600001,.32857144,.20742857
Non-Team,6,58,.53600001,.32857144,.20742857
Non-Team,6,59,.53600001,.32857144,.20742857
Non-Team,6,60,.53600001,.32857144,.20742857
Non-Team,6,61,.53600001,.32857144,.20742857
Non-Team,6,62,.53600001,.32857144,.20742857
Non-Team,6,63,.53600001,.32857144,.20742857
Non-Team,6,64,.53600001,.32857144,.20742857
Non-Team,6,65,.53600001,.32857144,.20742857
Non-Team,6,66,.53600001,.32857144,.20742857
Non-Team,6,67,.53600001,.32857144,.20742857
Non-Team,6,68,.53600001,.32857144,.20742857
Non-Team,6,69,.53600001,.32857144,.20742857
Non-Team,6,70,.53600001,.32857144,.20742857
Non-Team,6,71,.53600001,.32857144,.20742857
Non-Team,6,72,.53600001,.32857144,.20742857
Non-Team,6,73,.53149998,.32857144,.20292854
Non-Team,6,74,.53149998,.32857144,.20292854
Non-Team,6,75,.53149998,.32857144,.20292854
Non-Team,6,76,.53149998,.32857144,.20292854
Non-Team,6,77,.53149998,.32857144,.20292854
Non-Team,6,78,.53149998,.32857144,.20292854
Non-Team,6,79,.53149998,.32857144,.20292854
Non-Team,6,80,.53149998,.32857144,.20292854
Non-Team,6,81,.53149998,.32857144,.20292854
Non-Team,6,82,.53149998,.32857144,.20292854
Non-Team,6,83,.53149998,.32857144,.20292854
Non-Team,6,84,.53149998,.32857144,.20292854
Non-Team,6,85,.53149998,.32857144,.20292854
Non-Team,6,86,.53149998,.32857144,.20292854
Non-Team,6,87,.53149998,.32857144,.20292854
Non-Team,6,88,.53149998,.32857144,.20292854
Non-Team,6,89,.56550002,.32857144,.23692858
Non-Team,6,90,.58600003,.32857144,.25742859
Non-Team,6,91,.58600003,.32857144,.25742859
Non-Team,6,92,.54100001,.32857144,.21242857
Non-Team,6,93,.54100001,.32857144,.21242857
Non-Team,6,94,.64700001,.32857144,.31842858
Non-Team,6,95,.66900003,.32857144,.34042859
Non-Team,6,96,.70775002,.32857144,.37917858
Non-Team,6,97,.63666666,.32857144,.30809522
Non-Team,6,98,.64371431,.32857144,.31514287
Non-Team,6,99,.64371431,.32857144,.31514287
Non-Team,6,100,.64371431,.32857144,.31514287
Non-Team,6,101,.64371431,.32857144,.31514287
Non-Team,6,102,.64371431,.32857144,.31514287
Non-Team,6,103,.64371431,.32857144,.31514287
Non-Team,6,104,.64371431,.32857144,.31514287
Non-Team,6,105,.64371431,.32857144,.31514287
Non-Team,6,106,.64371431,.32857144,.31514287
Non-Team,6,107,.64371431,.32857144,.31514287
Non-Team,6,108,.64371431,.32857144,.31514287
Non-Team,6,109,.64371431,.32857144,.31514287
Non-Team,6,110,.64371431,.32857144,.31514287
Non-Team,6,111,.64371431,.32857144,.31514287
Non-Team,6,112,.64371431,.32857144,.31514287
Non-Team,6,113,.64371431,.32857144,.31514287
Non-Team,6,114,.64371431,.32857144,.31514287
Non-Team,6,115,.64371431,.32857144,.31514287
Non-Team,6,116,.64371431,.32857144,.31514287
Non-Team,6,117,.64371431,.32857144,.31514287
Non-Team,6,118,.704,.32857144,.37542856
Non-Team,6,119,.704,.32857144,.37542856
Non-Team,6,120,.73199999,.32857144,.40342855
Non-Team,6,121,.69700003,.32857144,.36842859
Non-Team,6,122,.69700003,.32857144,.36842859
Non-Team,6,123,.70599997,.32857144,.37742853
Non-Team,6,124,.70599997,.32857144,.37742853
Non-Team,6,125,.70599997,.32857144,.37742853
Non-Team,6,126,.70599997,.32857144,.37742853
Non-Team,6,127,.70599997,.32857144,.37742853
Non-Team,6,128,.70599997,.32857144,.37742853
Non-Team,6,129,.70599997,.32857144,.37742853
Non-Team,6,130,.70599997,.32857144,.37742853
Non-Team,6,131,.70599997,.32857144,.37742853
Non-Team,6,132,.70599997,.32857144,.37742853
Non-Team,6,133,.70599997,.32857144,.37742853
Non-Team,6,134,.70599997,.32857144,.37742853
Non-Team,6,135,.70599997,.32857144,.37742853
Non-Team,6,136,.72500002,.32857144,.39642859
Non-Team,6,137,.72500002,.32857144,.39642859
Non-Team,6,138,.72500002,.32857144,.39642859
Non-Team,6,139,.72500002,.32857144,.39642859
Non-Team,6,140,.72500002,.32857144,.39642859
Non-Team,6,141,.72500002,.32857144,.39642859
Non-Team,6,142,.72500002,.32857144,.39642859
Non-Team,6,143,.72500002,.32857144,.39642859
Non-Team,6,144,.72500002,.32857144,.39642859
Non-Team,6,145,.72500002,.32857144,.39642859
Non-Team,6,146,.72500002,.32857144,.39642859
Non-Team,6,147,.72500002,.32857144,.39642859
Non-Team,6,148,.72500002,.32857144,.39642859
Non-Team,6,149,.65000004,.32857144,.3214286
Non-Team,6,150,.65000004,.32857144,.3214286
Non-Team,6,151,.65000004,.32857144,.3214286
Non-Team,6,152,.65000004,.32857144,.3214286
Non-Team,6,153,.65000004,.32857144,.3214286
Non-Team,6,154,.65000004,.32857144,.3214286
Non-Team,6,155,.65000004,.32857144,.3214286
Non-Team,6,156,.65000004,.32857144,.3214286
Non-Team,6,157,.65000004,.32857144,.3214286
Non-Team,6,158,.65000004,.32857144,.3214286
Non-Team,6,159,.65000004,.32857144,.3214286
Non-Team,6,160,.59966666,.32857144,.27109522
Non-Team,6,161,.62750006,.32857144,.29892862
Non-Team,6,162,.62750006,.32857144,.29892862
Non-Team,6,163,.62750006,.32857144,.29892862
Non-Team,6,164,.62750006,.32857144,.29892862
Non-Team,6,165,.67000002,.32857144,.34142858
Non-Team,6,166,.67000002,.32857144,.34142858
Non-Team,6,167,.67000002,.32857144,.34142858
Non-Team,6,168,.67000002,.32857144,.34142858
Non-Team,6,169,.67000002,.32857144,.34142858
Non-Team,6,170,.67000002,.32857144,.34142858
Non-Team,6,171,.67000002,.32857144,.34142858
Non-Team,6,172,.67000002,.32857144,.34142858
Non-Team,6,173,.63700002,.32857144,.30842859
Non-Team,6,174,.63700002,.32857144,.30842859
Non-Team,6,175,.63700002,.32857144,.30842859
Non-Team,6,176,.63700002,.32857144,.30842859
Non-Team,6,177,.63700002,.32857144,.30842859
Non-Team,6,178,.63700002,.32857144,.30842859
Non-Team,6,179,.63700002,.32857144,.30842859
Non-Team,6,180,.63700002,.32857144,.30842859
Non-Team,6,181,.63700002,.32857144,.30842859
Non-Team,6,182,.63700002,.32857144,.30842859
Non-Team,6,183,.63700002,.32857144,.30842859
Non-Team,6,184,.63700002,.32857144,.30842859
Non-Team,6,185,.63700002,.32857144,.30842859
Non-Team,6,186,.63700002,.32857144,.30842859
Non-Team,6,187,.63700002,.32857144,.30842859
Non-Team,6,188,.63700002,.32857144,.30842859
Non-Team,6,189,.63700002,.32857144,.30842859
Non-Team,6,190,.63700002,.32857144,.30842859
Non-Team,6,191,.63700002,.32857144,.30842859
Non-Team,6,192,.67199999,.32857144,.34342855
Non-Team,6,193,.67199999,.32857144,.34342855
Non-Team,6,194,.67199999,.32857144,.34342855
Non-Team,6,195,.67199999,.32857144,.34342855
Non-Team,6,196,.685,.32857144,.35642856
Non-Team,6,197,.685,.32857144,.35642856
Non-Team,6,198,.685,.32857144,.35642856
Non-Team,6,199,.685,.32857144,.35642856
Non-Team,6,200,.685,.32857144,.35642856
Non-Team,6,201,.685,.32857144,.35642856
Non-Team,6,202,.685,.32857144,.35642856
Non-Team,6,203,.685,.32857144,.35642856
Non-Team,6,204,.685,.32857144,.35642856
Non-Team,6,205,.685,.32857144,.35642856
Non-Team,6,206,.685,.32857144,.35642856
Non-Team,6,207,.685,.32857144,.35642856
Non-Team,6,208,.685,.32857144,.35642856
Non-Team,6,209,.685,.32857144,.35642856
Non-Team,6,210,.685,.32857144,.35642856
Non-Team,6,211,.685,.32857144,.35642856
Non-Team,6,212,.685,.32857144,.35642856
Non-Team,6,213,.71499997,.32857144,.38642853
Non-Team,6,214,.64700001,.32857144,.31842858
Non-Team,6,215,.65799999,.32857144,.32942855
Non-Team,6,216,.69,.32857144,.36142856
Non-Team,6,217,.69,.32857144,.36142856
Non-Team,6,218,.69,.32857144,.36142856
Non-Team,6,219,.69,.32857144,.36142856
Non-Team,6,220,.69,.32857144,.36142856
Non-Team,6,221,.70949996,.32857144,.38092852
Non-Team,6,222,.70249999,.32857144,.37392855
Non-Team,6,223,.70249999,.32857144,.37392855
Non-Team,6,224,.70249999,.32857144,.37392855
Non-Team,6,225,.70249999,.32857144,.37392855
Non-Team,6,226,.70249999,.32857144,.37392855
Non-Team,6,227,.70249999,.32857144,.37392855
Non-Team,6,228,.70249999,.32857144,.37392855
Non-Team,6,229,.70249999,.32857144,.37392855
Non-Team,6,230,.70249999,.32857144,.37392855
Non-Team,6,231,.70249999,.32857144,.37392855
Non-Team,6,232,.70249999,.32857144,.37392855
Non-Team,6,233,.70249999,.32857144,.37392855
Non-Team,6,234,.70249999,.32857144,.37392855
Non-Team,6,235,.70249999,.32857144,.37392855
Non-Team,6,236,.70249999,.32857144,.37392855
Non-Team,6,237,.70249999,.32857144,.37392855
Non-Team,6,238,.70249999,.32857144,.37392855
Non-Team,6,239,.70249999,.32857144,.37392855
Non-Team,6,240,.70249999,.32857144,.37392855
Non-Team,7,1,.47600001,.057142857,.41885716
Non-Team,7,2,.45899999,.057142857,.40185714
Non-Team,7,3,.505,.057142857,.44785714
Non-Team,7,4,.50999999,.057142857,.45285714
Non-Team,7,5,.50999999,.057142857,.45285714
Non-Team,7,6,.50999999,.057142857,.45285714
Non-Team,7,7,.50999999,.057142857,.45285714
Non-Team,7,8,.50999999,.057142857,.45285714
Non-Team,7,9,.50999999,.057142857,.45285714
Non-Team,7,10,.50999999,.057142857,.45285714
Non-Team,7,11,.55599999,.057142857,.49885714
Non-Team,7,12,.55599999,.057142857,.49885714
Non-Team,7,13,.55599999,.057142857,.49885714
Non-Team,7,14,.55599999,.057142857,.49885714
Non-Team,7,15,.55599999,.057142857,.49885714
Non-Team,7,16,.55599999,.057142857,.49885714
Non-Team,7,17,.54533333,.057142857,.48819047
Non-Team,7,18,.59850001,.057142857,.54135716
Non-Team,7,19,.59799999,.057142857,.54085714
Non-Team,7,20,.59799999,.057142857,.54085714
Non-Team,7,21,.50700003,.057142857,.44985718
Non-Team,7,22,.53100002,.057142857,.47385716
Non-Team,7,23,.60250002,.057142857,.54535717
Non-Team,7,24,.60250002,.057142857,.54535717
Non-Team,7,25,.60250002,.057142857,.54535717
Non-Team,7,26,.59975004,.057142857,.54260719
Non-Team,7,27,.523,.057142857,.46585715
Non-Team,7,28,.523,.057142857,.46585715
Non-Team,7,29,.523,.057142857,.46585715
Non-Team,7,30,.461,.057142857,.40385714
Non-Team,7,31,.461,.057142857,.40385714
Non-Team,7,32,.461,.057142857,.40385714
Non-Team,7,33,.461,.057142857,.40385714
Non-Team,7,34,.461,.057142857,.40385714
Non-Team,7,35,.461,.057142857,.40385714
Non-Team,7,36,.461,.057142857,.40385714
Non-Team,7,37,.461,.057142857,.40385714
Non-Team,7,38,.461,.057142857,.40385714
Non-Team,7,39,.461,.057142857,.40385714
Non-Team,7,40,.461,.057142857,.40385714
Non-Team,7,41,.461,.057142857,.40385714
Non-Team,7,42,.461,.057142857,.40385714
Non-Team,7,43,.461,.057142857,.40385714
Non-Team,7,44,.461,.057142857,.40385714
Non-Team,7,45,.51300001,.057142857,.45585716
Non-Team,7,46,.51300001,.057142857,.45585716
Non-Team,7,47,.51300001,.057142857,.45585716
Non-Team,7,48,.51300001,.057142857,.45585716
Non-Team,7,49,.51300001,.057142857,.45585716
Non-Team,7,50,.51300001,.057142857,.45585716
Non-Team,7,51,.51300001,.057142857,.45585716
Non-Team,7,52,.51050001,.057142857,.45335716
Non-Team,7,53,.51050001,.057142857,.45335716
Non-Team,7,54,.51050001,.057142857,.45335716
Non-Team,7,55,.51050001,.057142857,.45335716
Non-Team,7,56,.51050001,.057142857,.45335716
Non-Team,7,57,.51050001,.057142857,.45335716
Non-Team,7,58,.51050001,.057142857,.45335716
Non-Team,7,59,.51050001,.057142857,.45335716
Non-Team,7,60,.51050001,.057142857,.45335716
Non-Team,7,61,.51050001,.057142857,.45335716
Non-Team,7,62,.51050001,.057142857,.45335716
Non-Team,7,63,.51050001,.057142857,.45335716
Non-Team,7,64,.51050001,.057142857,.45335716
Non-Team,7,65,.51050001,.057142857,.45335716
Non-Team,7,66,.51050001,.057142857,.45335716
Non-Team,7,67,.51050001,.057142857,.45335716
Non-Team,7,68,.51050001,.057142857,.45335716
Non-Team,7,69,.51050001,.057142857,.45335716
Non-Team,7,70,.51050001,.057142857,.45335716
Non-Team,7,71,.51050001,.057142857,.45335716
Non-Team,7,72,.51050001,.057142857,.45335716
Non-Team,7,73,.51050001,.057142857,.45335716
Non-Team,7,74,.51050001,.057142857,.45335716
Non-Team,7,75,.51050001,.057142857,.45335716
Non-Team,7,76,.51050001,.057142857,.45335716
Non-Team,7,77,.51050001,.057142857,.45335716
Non-Team,7,78,.51050001,.057142857,.45335716
Non-Team,7,79,.51050001,.057142857,.45335716
Non-Team,7,80,.51050001,.057142857,.45335716
Non-Team,7,81,.51050001,.057142857,.45335716
Non-Team,7,82,.51050001,.057142857,.45335716
Non-Team,7,83,.51050001,.057142857,.45335716
Non-Team,7,84,.51050001,.057142857,.45335716
Non-Team,7,85,.51050001,.057142857,.45335716
Non-Team,7,86,.51050001,.057142857,.45335716
Non-Team,7,87,.55000001,.057142857,.49285716
Non-Team,7,88,.55000001,.057142857,.49285716
Non-Team,7,89,.56325001,.057142857,.50610715
Non-Team,7,90,.64639997,.057142857,.58925712
Non-Team,7,91,.68200004,.057142857,.62485719
Non-Team,7,92,.69366664,.057142857,.63652378
Non-Team,7,93,.69599998,.057142857,.63885713
Non-Team,7,94,.66900003,.057142857,.61185718
Non-Team,7,95,.78799999,.057142857,.73085713
Non-Team,7,96,.78799999,.057142857,.73085713
Non-Team,7,97,.79049999,.057142857,.73335713
Non-Team,7,98,.73249996,.057142857,.6753571
Non-Team,7,99,.64899999,.057142857,.59185714
Non-Team,7,100,.64899999,.057142857,.59185714
Non-Team,7,101,.64899999,.057142857,.59185714
Non-Team,7,102,.64899999,.057142857,.59185714
Non-Team,7,103,.71200001,.057142857,.65485716
Non-Team,7,104,.71200001,.057142857,.65485716
Non-Team,7,105,.71200001,.057142857,.65485716
Non-Team,7,106,.71200001,.057142857,.65485716
Non-Team,7,107,.71200001,.057142857,.65485716
Non-Team,7,108,.71200001,.057142857,.65485716
Non-Team,7,109,.71200001,.057142857,.65485716
Non-Team,7,110,.71200001,.057142857,.65485716
Non-Team,7,111,.71200001,.057142857,.65485716
Non-Team,7,112,.71200001,.057142857,.65485716
Non-Team,7,113,.71200001,.057142857,.65485716
Non-Team,7,114,.727,.057142857,.66985714
Non-Team,7,115,.727,.057142857,.66985714
Non-Team,7,116,.727,.057142857,.66985714
Non-Team,7,117,.71499997,.057142857,.65785712
Non-Team,7,118,.71499997,.057142857,.65785712
Non-Team,7,119,.71499997,.057142857,.65785712
Non-Team,7,120,.72100002,.057142857,.66385716
Non-Team,7,121,.72100002,.057142857,.66385716
Non-Team,7,122,.72100002,.057142857,.66385716
Non-Team,7,123,.73100001,.057142857,.67385715
Non-Team,7,124,.73100001,.057142857,.67385715
Non-Team,7,125,.73100001,.057142857,.67385715
Non-Team,7,126,.73100001,.057142857,.67385715
Non-Team,7,127,.75700003,.057142857,.69985718
Non-Team,7,128,.75700003,.057142857,.69985718
Non-Team,7,129,.75700003,.057142857,.69985718
Non-Team,7,130,.75700003,.057142857,.69985718
Non-Team,7,131,.75700003,.057142857,.69985718
Non-Team,7,132,.75700003,.057142857,.69985718
Non-Team,7,133,.75700003,.057142857,.69985718
Non-Team,7,134,.75700003,.057142857,.69985718
Non-Team,7,135,.75700003,.057142857,.69985718
Non-Team,7,136,.75700003,.057142857,.69985718
Non-Team,7,137,.75700003,.057142857,.69985718
Non-Team,7,138,.75700003,.057142857,.69985718
Non-Team,7,139,.71799999,.057142857,.66085714
Non-Team,7,140,.71799999,.057142857,.66085714
Non-Team,7,141,.71799999,.057142857,.66085714
Non-Team,7,142,.71799999,.057142857,.66085714
Non-Team,7,143,.71799999,.057142857,.66085714
Non-Team,7,144,.76899999,.057142857,.71185714
Non-Team,7,145,.73100001,.057142857,.67385715
Non-Team,7,146,.73100001,.057142857,.67385715
Non-Team,7,147,.73100001,.057142857,.67385715
Non-Team,7,148,.73100001,.057142857,.67385715
Non-Team,7,149,.73100001,.057142857,.67385715
Non-Team,7,150,.73100001,.057142857,.67385715
Non-Team,7,151,.73100001,.057142857,.67385715
Non-Team,7,152,.73100001,.057142857,.67385715
Non-Team,7,153,.73100001,.057142857,.67385715
Non-Team,7,154,.73100001,.057142857,.67385715
Non-Team,7,155,.73100001,.057142857,.67385715
Non-Team,7,156,.73100001,.057142857,.67385715
Non-Team,7,157,.73100001,.057142857,.67385715
Non-Team,7,158,.73100001,.057142857,.67385715
Non-Team,7,159,.73100001,.057142857,.67385715
Non-Team,7,160,.74400002,.057142857,.68685716
Non-Team,7,161,.74400002,.057142857,.68685716
Non-Team,7,162,.74400002,.057142857,.68685716
Non-Team,7,163,.74400002,.057142857,.68685716
Non-Team,7,164,.74400002,.057142857,.68685716
Non-Team,7,165,.76899999,.057142857,.71185714
Non-Team,7,166,.76899999,.057142857,.71185714
Non-Team,7,167,.76899999,.057142857,.71185714
Non-Team,7,168,.76899999,.057142857,.71185714
Non-Team,7,169,.76899999,.057142857,.71185714
Non-Team,7,170,.76899999,.057142857,.71185714
Non-Team,7,171,.76899999,.057142857,.71185714
Non-Team,7,172,.76899999,.057142857,.71185714
Non-Team,7,173,.69599998,.057142857,.63885713
Non-Team,7,174,.69599998,.057142857,.63885713
Non-Team,7,175,.69599998,.057142857,.63885713
Non-Team,7,176,.69599998,.057142857,.63885713
Non-Team,7,177,.69599998,.057142857,.63885713
Non-Team,7,178,.69599998,.057142857,.63885713
Non-Team,7,179,.69599998,.057142857,.63885713
Non-Team,7,180,.69599998,.057142857,.63885713
Non-Team,7,181,.69599998,.057142857,.63885713
Non-Team,7,182,.69599998,.057142857,.63885713
Non-Team,7,183,.69599998,.057142857,.63885713
Non-Team,7,184,.69599998,.057142857,.63885713
Non-Team,7,185,.69599998,.057142857,.63885713
Non-Team,7,186,.69599998,.057142857,.63885713
Non-Team,7,187,.69599998,.057142857,.63885713
Non-Team,7,188,.69599998,.057142857,.63885713
Non-Team,7,189,.69599998,.057142857,.63885713
Non-Team,7,190,.69599998,.057142857,.63885713
Non-Team,7,191,.495,.057142857,.43785715
Non-Team,7,192,.58633333,.057142857,.52919048
Non-Team,7,193,.58633333,.057142857,.52919048
Non-Team,7,194,.58633333,.057142857,.52919048
Non-Team,7,195,.58633333,.057142857,.52919048
Non-Team,7,196,.60699999,.057142857,.54985714
Non-Team,7,197,.60699999,.057142857,.54985714
Non-Team,7,198,.60699999,.057142857,.54985714
Non-Team,7,199,.60699999,.057142857,.54985714
Non-Team,7,200,.60699999,.057142857,.54985714
Non-Team,7,201,.60699999,.057142857,.54985714
Non-Team,7,202,.60699999,.057142857,.54985714
