uid,hid,decision,confidence,similarity,teams
VUX5MZZI,4,yes,10,8,1
VUX5MZZI,5,yes,10,9,1
VUX5MZZI,6,yes,10,8,1
VUX5MZZI,7,no,10,7,1
VUX5MZZI,8,no,10,8,1
VUX5MZZI,9,no,10,8,1
W3QQGBED,1,no,8,4,1
W3QQGBED,2,yes,8,4,1
W3QQGBED,3,no,8,4,1
W3QQGBED,4,no,8,4,1
W3QQGBED,5,no,8,4,1
W3QQGBED,6,no,8,4,1
W3QQGBED,7,no,8,4,1
W3QQGBED,8,no,8,4,1
W3QQGBED,9,no,8,5,1
X1BQVVDM,1,yes,10,10,1
X1BQVVDM,2,yes,10,8,1
X1BQVVDM,3,no,5,5,1
X1BQVVDM,4,no,5,5,1
X1BQVVDM,5,yes,10,10,1
X1BQVVDM,6,no,6,6,1
X1BQVVDM,7,no,8,8,1
X1BQVVDM,8,no,7,7,1
X1BQVVDM,9,no,6,6,1
XKCTSAFQ,1,yes,7,8,1
XKCTSAFQ,2,no,9,8,1
XKCTSAFQ,3,yes,6,5,1
XKCTSAFQ,4,no,6,5,1
XKCTSAFQ,5,yes,8,8,1
XKCTSAFQ,6,yes,7,5,1
XKCTSAFQ,7,no,7,5,1
XKCTSAFQ,8,yes,6,5,1
XKCTSAFQ,9,yes,9,8,1
XLIF9C38,1,yes,5,7,1
XLIF9C38,2,yes,3,4,1
XLIF9C38,3,no,2,2,1
XLIF9C38,4,yes,5,5,1
XLIF9C38,5,yes,8,8,1
XLIF9C38,6,yes,5,5,1
XLIF9C38,7,no,3,4,1
XLIF9C38,8,no,4,6,1
XLIF9C38,9,no,5,6,1
XLW8525N,1,no,5,4,1
XLW8525N,2,no,5,4,1
XLW8525N,3,no,5,4,1
XLW8525N,4,no,5,4,1
XLW8525N,5,no,5,4,1
XLW8525N,6,no,5,4,1
XLW8525N,7,no,5,4,1
XLW8525N,8,no,5,4,1
XLW8525N,9,no,4,4,1
XOSQ3HI9,1,no,10,8,1
XOSQ3HI9,2,yes,6,5,1
XOSQ3HI9,3,no,10,8,1
XOSQ3HI9,4,no,10,8,1
XOSQ3HI9,5,yes,10,8,1
XOSQ3HI9,6,yes,6,5,1
XOSQ3HI9,7,no,10,8,1
XOSQ3HI9,8,no,10,8,1
XOSQ3HI9,9,no,5,4,1
YMC8I53A,1,yes,6,7,1
YMC8I53A,2,no,7,7,1
YMC8I53A,3,no,7,7,1
YMC8I53A,4,yes,5,4,1
YMC8I53A,5,yes,8,8,1
YMC8I53A,6,no,8,8,1
YMC8I53A,7,no,8,8,1
YMC8I53A,8,no,8,8,1
YMC8I53A,9,no,8,7,1
YW8PCBMQ,1,no,6,5,1
YW8PCBMQ,2,no,6,5,1
YW8PCBMQ,3,no,7,6,1
YW8PCBMQ,4,no,7,6,1
YW8PCBMQ,5,yes,8,7,1
YW8PCBMQ,6,no,7,6,1
YW8PCBMQ,7,no,6,5,1
YW8PCBMQ,8,no,6,5,1
YW8PCBMQ,9,no,8,7,1
Z65ZIWMT,1,yes,5,7,1
Z65ZIWMT,2,yes,4,7,1
Z65ZIWMT,3,yes,4,7,1
Z65ZIWMT,4,yes,6,5,1
Z65ZIWMT,5,no,10,9,1
Z65ZIWMT,6,no,10,9,1
Z65ZIWMT,7,no,9,8,1
Z65ZIWMT,8,no,9,9,1
Z65ZIWMT,9,no,7,8,1
ZFK1YIBJ,1,yes,9,8,1
ZFK1YIBJ,2,no,2,8,1
ZFK1YIBJ,3,no,8,8,1
ZFK1YIBJ,4,no,8,8,1
ZFK1YIBJ,5,yes,10,9,1
ZFK1YIBJ,6,no,8,7,1
ZFK1YIBJ,7,no,8,7,1
ZFK1YIBJ,8,no,9,7,1
ZFK1YIBJ,9,no,9,6,1
ZG3QR5WU,1,no,4,5,1
ZG3QR5WU,2,no,7,7,1
ZG3QR5WU,3,no,6,6,1
ZG3QR5WU,4,no,8,8,1
ZG3QR5WU,5,yes,9,8,1
ZG3QR5WU,6,no,9,6,1
ZG3QR5WU,7,no,9,9,1
ZG3QR5WU,8,no,9,9,1
ZG3QR5WU,9,no,9,8,1
ZQXZ4M26,1,no,8,6,1
ZQXZ4M26,2,no,8,6,1
ZQXZ4M26,3,no,8,6,1
ZQXZ4M26,4,no,8,6,1
ZQXZ4M26,5,yes,10,10,1
ZQXZ4M26,6,no,8,6,1
ZQXZ4M26,7,no,8,6,1
ZQXZ4M26,8,no,8,6,1
ZQXZ4M26,9,no,9,8,1
ZYP9XYEN,1,no,7,7,1
ZYP9XYEN,2,yes,9,9,1
ZYP9XYEN,3,no,9,9,1
ZYP9XYEN,4,yes,9,9,1
ZYP9XYEN,5,yes,9,9,1
ZYP9XYEN,6,no,7,7,1
ZYP9XYEN,7,no,9,9,1
ZYP9XYEN,8,no,7,7,1
ZYP9XYEN,9,no,7,7,1
